epoch,accuracy,loss,lr,val_accuracy,val_loss
2,0.45686274766921997,1.3179880380630493,0.001,0.29865771532058716,1.6112293004989624
3,0.49327731132507324,1.2265268564224243,0.001,0.5123042464256287,1.2005716562271118
4,0.5378151535987854,1.130985140800476,0.001,0.281879186630249,3.035862445831299
5,0.5753501653671265,1.0092037916183472,0.001,0.5067114233970642,1.330174446105957
6,0.5952380895614624,0.9661270380020142,0.001,0.6387024521827698,0.926590085029602
7,0.6282913088798523,0.9037326574325562,0.001,0.32102909684181213,2.110316276550293
8,0.6240896582603455,0.8922150731086731,0.001,0.6834452152252197,0.8237863183021545
9,0.6602240800857544,0.8029808402061462,0.001,0.535794198513031,1.0399227142333984
10,0.6509804129600525,0.8122585415840149,0.001,0.7024608254432678,0.7324732542037964
0,0.6753501296043396,0.7497715353965759,0.001,0.5950782895088196,1.0612648725509644
1,0.6859943866729736,0.7399801015853882,0.001,0.6409395933151245,0.8171389698982239
2,0.6915966272354126,0.7206165194511414,0.001,0.5816555023193359,1.1300936937332153
3,0.70560222864151,0.6929247975349426,0.001,0.6610738039016724,0.8134799003601074
4,0.7036414742469788,0.6741625070571899,0.001,0.7639821171760559,0.5931147933006287
5,0.6983193159103394,0.6904268264770508,0.001,0.7427293062210083,0.6835946440696716
6,0.7215686440467834,0.6438458561897278,0.001,0.7293064594268799,0.7330054640769958
7,0.7280111908912659,0.6540073752403259,1.0000001e-05,0.7293064594268799,0.6846654415130615
8,0.7428571581840515,0.606754720211029,0.001,0.7114093899726868,0.7671303749084473
9,0.7170868515968323,0.6657252311706543,0.001,0.7326622009277344,0.6249609589576721
10,0.7355742454528809,0.6043588519096375,1.0000001e-05,0.7472035884857178,0.6000573039054871
11,0.7459383606910706,0.5883914232254028,0.001,0.7046979665756226,0.6278032064437866
12,0.7445378303527832,0.597028374671936,0.001,0.7315436005592346,0.6463494300842285
13,0.7319327592849731,0.5980585217475891,0.001,0.7718120813369751,0.5557047724723816
14,0.7448179125785828,0.5645027160644531,0.001,0.7863534688949585,0.6168664693832397
15,0.7470588088035583,0.578731119632721,0.001,0.6331096291542053,1.2597521543502808
16,0.7495798468589783,0.5729776620864868,1.0000001e-05,0.755033552646637,0.6116711497306824
17,0.7515406012535095,0.5737711787223816,0.001,0.7639821171760559,0.6114118695259094
18,0.7549019455909729,0.5545637011528015,0.001,0.7270693778991699,0.6100456118583679
19,0.740056037902832,0.6136759519577026,0.001,0.7975391745567322,0.5260670185089111
20,0.7582632899284363,0.559762179851532,0.001,0.7527964115142822,0.5852791666984558
21,0.7546218633651733,0.5559064149856567,0.001,0.7785235047340393,0.5880107283592224
22,0.7605041861534119,0.5278089046478271,1.0000001e-05,0.7617449760437012,0.5469090342521667
23,0.7630252242088318,0.5414927005767822,0.001,0.7360178828239441,0.6532372832298279
24,0.7579832077026367,0.543647825717926,0.001,0.7404921650886536,0.6028805375099182
25,0.7551820874214172,0.5620996356010437,1.0000001e-05,0.7315436005592346,0.6868705749511719
26,0.7579832077026367,0.5378533601760864,0.001,0.7293064594268799,0.6486342549324036
27,0.7627450823783875,0.5569198727607727,0.001,0.7617449760437012,0.5681407451629639
28,0.6929972171783447,0.7292429804801941,1.0000001e-05,0.708053708076477,0.8847350478172302
29,0.7420167922973633,0.6104472875595093,0.001,0.7863534688949585,0.5299797058105469
0,0.21665965020656586,1.8344687223434448,0.001,0.2512562870979309,1.7818409204483032
1,0.3104753792285919,1.713163137435913,0.001,0.16917923092842102,1.7663108110427856
2,0.2751367390155792,1.7336492538452148,0.001,0.17420434951782227,1.8022937774658203
3,0.28775766491889954,1.7302324771881104,0.001,0.16080401837825775,4.557944297790527
4,0.2730332314968109,1.7473469972610474,1.0000001e-05,0.21105527877807617,1.7724872827529907
5,0.31257888674736023,1.7033554315567017,0.001,0.19262981414794922,1.7622098922729492
6,0.32519984245300293,1.6851640939712524,0.001,0.21105527877807617,1.7973692417144775
7,0.336137980222702,1.6909154653549194,0.001,0.13902847468852997,2.1113481521606445
0,0.4302521049976349,1.3385220766067505,0.001,0.33109620213508606,1.7541859149932861
1,0.47647058963775635,1.2477861642837524,0.001,0.3255033493041992,1.605135202407837
2,0.5193277597427368,1.1278117895126343,0.001,0.42953020334243774,1.3453434705734253
3,0.5358543395996094,1.11466646194458,0.001,0.4093959629535675,1.3794244527816772
4,0.5596638917922974,1.0589313507080078,0.001,0.5447427034378052,1.2376134395599365
5,0.5635854601860046,1.0380735397338867,0.001,0.5346755981445312,1.1436015367507935
6,0.6033613681793213,0.9493590593338013,0.001,0.5145413875579834,1.2354251146316528
7,0.6120448112487793,0.9400423169136047,0.001,0.4675615131855011,1.4395298957824707
8,0.6322128772735596,0.8756991028785706,0.001,0.563758373260498,1.108673334121704
9,0.615686297416687,0.9013473391532898,0.001,0.5111857056617737,1.107693076133728
10,0.6557422876358032,0.8227094411849976,0.001,0.609619677066803,0.9433445334434509
11,0.670028030872345,0.7923370599746704,0.001,0.5022371411323547,1.139523983001709
12,0.6843137145042419,0.7437417507171631,0.001,0.6923937201499939,0.7264214754104614
13,0.6803921461105347,0.7590700387954712,0.001,0.6208053827285767,0.8367496728897095
14,0.6703081130981445,0.7639561295509338,0.001,0.7348993420600891,0.6195350289344788
15,0.66246497631073,0.835762619972229,0.001,0.5123042464256287,1.4928854703903198
16,0.7002801299095154,0.7404122352600098,0.001,0.6856823563575745,0.7774365544319153
17,0.691316545009613,0.7064241170883179,1.0000001e-05,0.5033556818962097,1.4719634056091309
18,0.7058823704719543,0.6741799712181091,0.001,0.6968680024147034,0.7136207818984985
19,0.7092437148094177,0.6625691652297974,0.001,0.6935123205184937,0.7866984605789185
20,0.7224089503288269,0.6467016935348511,0.001,0.780760645866394,0.5843773484230042
21,0.7341736555099487,0.62043696641922,0.001,0.7438478469848633,0.5722882747650146
22,0.7333333492279053,0.6232240796089172,0.001,0.7841163277626038,0.5544123649597168
23,0.7322129011154175,0.6402073502540588,0.001,0.6834452152252197,0.6596188545227051
24,0.7459383606910706,0.5915614366531372,0.001,0.6744966506958008,0.9027441740036011
25,0.7523809671401978,0.5823149085044861,1.0000001e-05,0.7024608254432678,0.7715188264846802
26,0.7507002949714661,0.5721479058265686,0.001,0.7270693778991699,1.0010194778442383
27,0.7282913327217102,0.620304524898529,0.001,0.6879194378852844,0.6618881821632385
28,0.74873948097229,0.5908462405204773,0.001,0.7740492224693298,0.5263235569000244
29,0.7591036558151245,0.5557194352149963,0.001,0.7583892345428467,0.5529348850250244
0,0.7677870988845825,0.5514410138130188,0.001,0.7561521530151367,0.6211336255073547
1,0.7593837380409241,0.5609166026115417,0.001,0.7729306221008301,0.5372992157936096
2,0.699999988079071,0.7397069334983826,0.001,0.673378050327301,0.689628541469574
3,0.7330532073974609,0.629428505897522,0.001,0.7382550239562988,0.5871075987815857
4,0.7212885022163391,0.6622806787490845,1.0000001e-05,0.7583892345428467,0.6035462617874146
5,0.7319327592849731,0.6572495698928833,0.001,0.7203579545021057,0.6116422414779663
6,0.732492983341217,0.628793478012085,0.001,0.746084988117218,0.5882449746131897
7,0.635574221611023,0.886622965335846,1.0000001e-05,0.3668903708457947,1.608924388885498
8,0.5005602240562439,1.1604057550430298,0.001,0.5022371411323547,1.1850254535675049
9,0.5759103894233704,1.0129499435424805,0.001,0.5156599283218384,1.1489683389663696
10,0.6084033846855164,0.8899610042572021,1.0000001e-05,0.5145413875579834,1.746382713317871
11,0.646218478679657,0.8051069378852844,0.001,0.6398210525512695,0.8215370774269104
12,0.6515406370162964,0.8073887825012207,0.001,0.6196867823600769,0.8523874282836914
13,0.6591036319732666,0.8067620396614075,1.0000001e-05,0.5883668661117554,1.2556188106536865
14,0.6823529601097107,0.7418107986450195,0.001,0.6040268540382385,1.0995620489120483
15,0.7047619223594666,0.6824142336845398,0.001,0.6487695574760437,0.9781883358955383
16,0.7061624526977539,0.686234176158905,1.0000001e-05,0.7013422846794128,0.6701247692108154
17,0.7226890921592712,0.6566129326820374,0.001,0.6923937201499939,0.7038438320159912
18,0.7285714149475098,0.6456812620162964,0.001,0.6062639951705933,1.0113831758499146
19,0.7358543276786804,0.6212065815925598,1.0000001e-05,0.6856823563575745,0.7946017980575562
20,0.7378151416778564,0.5943938493728638,0.001,0.6375839114189148,0.9315305948257446
21,0.7378151416778564,0.5993964672088623,0.001,0.6957494616508484,1.0463263988494873
22,0.7459383606910706,0.5919908881187439,1.0000001e-05,0.7237136363983154,0.6024035215377808
23,0.7389355897903442,0.5912762880325317,0.001,0.7125279903411865,0.6460183262825012
24,0.7492997050285339,0.5723601579666138,0.001,0.7438478469848633,1.8942540884017944
25,0.7420167922973633,0.5889210104942322,1.0000001e-05,0.6935123205184937,2.5178842544555664
26,0.7666666507720947,0.5547947883605957,0.001,0.6935123205184937,0.9426401853561401
27,0.7641456723213196,0.5502151846885681,0.001,0.6778523325920105,1.4796075820922852
28,0.7663865685462952,0.5421656966209412,1.0000001e-05,0.7348993420600891,0.9938575625419617
29,0.7470588088035583,0.5807222127914429,0.001,0.6890380382537842,1.3215465545654297
30,0.7554621696472168,0.5494304895401001,0.001,0.718120813369751,2.5635628700256348
31,0.7742297053337097,0.5237236022949219,9.0483745e-06,0.719239354133606,0.6529215574264526
32,0.7663865685462952,0.5268831253051758,0.0008187308,0.7572706937789917,1.2667180299758911
33,0.7747899293899536,0.512990415096283,0.0007408182,0.7695749402046204,2.843244791030884
34,0.7750700116157532,0.5006784200668335,6.7032006e-06,0.7438478469848633,1.796057939529419
35,0.7845938205718994,0.49441757798194885,0.0006065307,0.7785235047340393,1.30775785446167
36,0.7977591156959534,0.46824437379837036,0.00054881163,0.7572706937789917,0.5972000956535339
37,0.7955182194709778,0.4628685414791107,4.9658533e-06,0.7852349281311035,0.7615554928779602
38,0.7952380776405334,0.46969300508499146,0.00044932897,0.744966447353363,1.190063238143921
39,0.7941176295280457,0.47156059741973877,0.00040656968,0.781879186630249,0.7714147567749023
40,0.805042028427124,0.44781288504600525,0.00036787946,0.790827751159668,0.4960141181945801
41,0.8016806840896606,0.4520483911037445,0.0003328711,0.7751677632331848,0.7136427760124207
42,0.8033613562583923,0.44569164514541626,0.0003011942,0.7841163277626038,0.5784826278686523
43,0.8098039031028748,0.431695818901062,2.7253182e-06,0.755033552646637,0.6691204905509949
44,0.8126050233840942,0.42967742681503296,0.000246597,0.7729306221008301,0.6988925337791443
45,0.8131652474403381,0.4194313585758209,0.00022313018,0.7662192583084106,0.6245306134223938
46,0.8089635968208313,0.42669355869293213,2.0189652e-06,0.7852349281311035,0.6047744750976562
47,0.8064425587654114,0.42132434248924255,0.00018268352,0.7628635168075562,0.5896037220954895
48,0.8201680779457092,0.40860623121261597,0.0001652989,0.781879186630249,0.5167150497436523
49,0.8221288323402405,0.40566757321357727,1.4956863e-06,0.7897091507911682,0.49983757734298706
50,0.8232492804527283,0.40443533658981323,0.00013533529,0.781879186630249,0.5251010656356812
51,0.8187674880027771,0.4019176661968231,0.00012245645,0.790827751159668,0.6800987720489502
52,0.8159663677215576,0.4051457643508911,1.1080316e-06,0.7774049043655396,0.5613945126533508
53,0.8277310729026794,0.39726555347442627,0.000100258854,0.781879186630249,0.608187735080719
54,0.8229691982269287,0.39589205384254456,9.071795e-05,0.7885906100273132,0.5603417158126831
55,0.826890766620636,0.3961523175239563,8.2085006e-07,0.7941834330558777,0.6005687117576599
56,0.8196078538894653,0.39451858401298523,7.427359e-05,0.7930648922920227,0.5687699913978577
57,0.8240896463394165,0.3836839199066162,6.720552e-05,0.7897091507911682,0.5582581758499146
58,0.8226890563964844,0.38799893856048584,6.081007e-07,0.781879186630249,0.5637484192848206
59,0.82492995262146,0.3793347477912903,5.5023218e-05,0.780760645866394,0.5825360417366028
60,0.8296918869018555,0.38598254323005676,4.9787068e-05,0.781879186630249,0.7123528718948364
61,0.8310924172401428,0.37839123606681824,4.5049208e-07,0.7874720096588135,0.5607901215553284
62,0.8288515210151672,0.3846256732940674,4.0762203e-05,0.7874720096588135,0.623574435710907
63,0.8254901766777039,0.3841388523578644,3.6883168e-05,0.7796420454978943,0.7021692395210266
64,0.8294117450714111,0.38375988602638245,3.337327e-07,0.7863534688949585,0.5544074177742004
65,0.8341736793518066,0.3725482225418091,3.0197385e-05,0.7796420454978943,0.5631769299507141
66,0.8316526412963867,0.37432530522346497,2.7323726e-05,0.780760645866394,0.5564377903938293
67,0.8369747996330261,0.37159740924835205,2.4723528e-07,0.7841163277626038,0.574927568435669
68,0.8330532312393188,0.3788708746433258,2.2370774e-05,0.7785235047340393,0.6091181039810181
69,0.831932783126831,0.37383633852005005,2.024191e-05,0.7897091507911682,0.5867605805397034
70,0.841176450252533,0.36954939365386963,1.831564e-07,0.7897091507911682,0.5390523076057434
71,0.8252100944519043,0.38419607281684875,1.6572678e-05,0.780760645866394,0.5775653123855591
72,0.8305321931838989,0.3772074580192566,1.499558e-05,0.7774049043655396,0.6273257732391357
73,0.83753502368927,0.36324480175971985,1.3568558e-07,0.7841163277626038,0.6269873976707458
74,0.8310924172401428,0.3704708218574524,1.2277339e-05,0.781879186630249,0.6139748096466064
75,0.8313725590705872,0.3730394244194031,1.1108997e-05,0.7829977869987488,0.6462661623954773
76,0.83753502368927,0.3715730607509613,1.0051836e-07,0.7852349281311035,0.5480244755744934
77,0.8333333134651184,0.3775431513786316,9.095279e-06,0.781879186630249,0.6343029737472534
78,0.8397759199142456,0.374601274728775,8.229746e-06,0.7874720096588135,0.5538609027862549
79,0.8338935375213623,0.3711322247982025,7.446583e-08,0.7841163277626038,0.6218274831771851
80,0.835574209690094,0.3679734766483307,6.7379474e-06,0.7829977869987488,0.5666719079017639
81,0.8330532312393188,0.3719762861728668,6.0967477e-06,0.7863534688949585,0.6232858300209045
82,0.831932783126831,0.3704150915145874,5.5165657e-08,0.7885906100273132,0.5846243500709534
83,0.83753502368927,0.36527350544929504,4.991593e-06,0.7863534688949585,0.5735211372375488
84,0.8350139856338501,0.379117876291275,4.5165807e-06,0.7874720096588135,0.5540762543678284
85,0.8336134552955627,0.36819061636924744,4.0867718e-08,0.780760645866394,0.555769145488739
86,0.8380952477455139,0.36136865615844727,3.6978643e-06,0.7841163277626038,0.56720370054245
87,0.8338935375213623,0.3688034415245056,3.3459662e-06,0.7852349281311035,0.5558431148529053
88,0.8322128653526306,0.37115737795829773,3.0275544e-08,0.7841163277626038,0.5501851439476013
89,0.8378151059150696,0.3675646483898163,2.7394447e-06,0.7841163277626038,0.5880831480026245
90,0.8336134552955627,0.36681345105171204,2.4787523e-06,0.7897091507911682,0.6392163038253784
91,0.8378151059150696,0.36142462491989136,2.2428681e-08,0.7874720096588135,0.6013672947883606
92,0.8425770401954651,0.3713790476322174,2.0294312e-06,0.7885906100273132,0.5976976156234741
93,0.8330532312393188,0.3699571192264557,1.8363045e-06,0.7874720096588135,0.5896492004394531
94,0.8350139856338501,0.3619491755962372,1.6615573e-08,0.790827751159668,0.6189189553260803
95,0.8322128653526306,0.37402939796447754,1.5034392e-06,0.7874720096588135,0.5550588965415955
96,0.8341736793518066,0.36458346247673035,1.3603683e-06,0.7863534688949585,0.5663331747055054
97,0.843137264251709,0.3631121516227722,1.2309122e-08,0.7863534688949585,0.5535895228385925
98,0.8403361439704895,0.36694657802581787,1.113775e-06,0.7885906100273132,0.5827831029891968
99,0.8350139856338501,0.3726457953453064,1.0077854e-06,0.7863534688949585,0.5735486149787903
0,0.46601614356040955,1.259612798690796,0.001,0.17426273226737976,1.8088873624801636
1,0.5131224989891052,1.1635891199111938,0.001,0.3002680838108063,1.594308853149414
2,0.534656822681427,1.088789463043213,0.001,0.3418230414390564,1.3676589727401733
3,0.47947511076927185,1.2002569437026978,0.001,0.35254693031311035,1.4213109016418457
4,0.5380215048789978,1.0929288864135742,0.001,0.4008042812347412,1.4296027421951294
5,0.5635935664176941,1.0335047245025635,1.0000001e-05,0.3914209008216858,1.4098068475723267
6,0.5672947764396667,0.9925458431243896,0.001,0.3914209008216858,10.77582836151123
7,0.5521534085273743,1.0237971544265747,0.001,0.32841822504997253,1.717785358428955
8,0.5427321791648865,1.093078851699829,0.001,0.4611259996891022,1.1862157583236694
9,0.579407811164856,0.9945921301841736,0.001,0.5428954362869263,1.1670249700546265
10,0.5800807476043701,0.9690678119659424,0.001,0.6072385907173157,0.981544554233551
11,0.6406460404396057,0.8375833034515381,0.001,0.6796246767044067,0.780052125453949
12,0.5817631483078003,1.0090641975402832,0.001,0.5965147614479065,0.9947578310966492
13,0.5992597341537476,0.9443517923355103,0.001,0.6246649026870728,0.8924726843833923
14,0.624495267868042,0.8854659199714661,1.0000001e-05,0.612600564956665,0.9090090394020081
15,0.6534320116043091,0.8080133199691772,0.001,0.6005361676216125,0.8859362006187439
16,0.6668909788131714,0.7697059512138367,0.001,0.6461126208305359,0.8398306369781494
17,0.6732839941978455,0.7591196298599243,0.001,0.7238605618476868,0.6790117621421814
18,0.6907806396484375,0.7258905172348022,0.001,0.7211796045303345,0.6600821614265442
19,0.6944818496704102,0.7161719799041748,0.001,0.6152815222740173,0.9579744338989258
20,0.7055854797363281,0.6836690902709961,0.001,0.711796224117279,0.7318084239959717
21,0.6860699653625488,0.7425873875617981,1.0000001e-05,0.595174252986908,1.4197413921356201
22,0.7035666108131409,0.7183136940002441,0.001,0.7332439422607422,0.7021846175193787
23,0.7207267880439758,0.6821386814117432,0.001,0.6340482831001282,0.7752013206481934
24,0.6894347071647644,0.7338501811027527,1.0000001e-05,0.6930294632911682,0.784109890460968
25,0.7227455973625183,0.6576125025749207,0.001,0.7037533521652222,0.7216833829879761
26,0.7217361927032471,0.6450433731079102,0.001,0.697050929069519,0.7058129906654358
27,0.7129878997802734,0.6793315410614014,1.0000001e-05,0.627345860004425,0.7691273093223572
28,0.7473081946372986,0.6111716628074646,0.001,0.6246649026870728,1.7734260559082031
29,0.7446164488792419,0.6172680854797363,0.001,0.6782841682434082,0.7069774270057678
30,0.6867429614067078,0.7534038424491882,1.0000001e-05,0.52949059009552,1.0441386699676514
31,0.6776581406593323,0.7642486095428467,0.00090483745,0.5455763936042786,1.1210196018218994
32,0.7062584161758423,0.6846498847007751,0.0008187308,0.6849865913391113,0.7789897322654724
33,0.7533647418022156,0.5946281552314758,7.4081822e-06,0.6327077746391296,0.8114891648292542
34,0.7533647418022156,0.5647915005683899,0.00067032006,0.7131367325782776,5.734283924102783
35,0.7809556126594543,0.529788076877594,0.0006065307,0.6568364500999451,0.7424539923667908
36,0.772543728351593,0.5271041393280029,5.488116e-06,0.6568364500999451,0.7582815289497375
37,0.7893674373626709,0.509695827960968,0.00049658533,0.7265415787696838,0.6183577179908752
38,0.7917227745056152,0.5036770105361938,0.00044932897,0.7707774639129639,0.5549582839012146
39,0.789703905582428,0.4897535741329193,0.00040656968,0.752010703086853,0.5833185911178589
40,0.8018169403076172,0.46421295404434204,0.00036787946,0.7412868738174438,0.5899208188056946
41,0.7987886667251587,0.46983835101127625,0.0003328711,0.792225182056427,0.5345678925514221
42,0.801144003868103,0.453494668006897,0.0003011942,0.7721179723739624,0.5553281903266907
43,0.796096920967102,0.46152442693710327,0.00027253182,0.7198391556739807,0.6156090497970581
44,0.8105652928352356,0.4341544508934021,2.4659698e-06,0.7587131261825562,0.5915069580078125
45,0.8065276145935059,0.44096502661705017,0.00022313018,0.7694370150566101,0.5069935917854309
46,0.8186406493186951,0.42825403809547424,0.00020189653,0.7667560577392578,0.5365996360778809
47,0.8156123757362366,0.42260506749153137,0.00018268352,0.802949070930481,0.5187050104141235
48,0.8216689229011536,0.4140534996986389,0.0001652989,0.8016085624694824,0.49787378311157227
49,0.8220053911209106,0.41277649998664856,0.00014956863,0.802949070930481,0.5128787159919739
50,0.8179677128791809,0.40379899740219116,0.00013533529,0.8002681136131287,0.511013925075531
51,0.8287348747253418,0.39725610613822937,1.2245645e-06,0.8042895197868347,0.5142641067504883
52,0.8250336647033691,0.4049196243286133,0.00011080316,0.7908847332000732,0.5042017102241516
53,0.823687732219696,0.40156933665275574,0.000100258854,0.7935656905174255,0.5020014643669128
54,0.8189771175384521,0.3981582820415497,9.0717947e-07,0.8016085624694824,0.504408597946167
55,0.829744279384613,0.3876335322856903,8.2085004e-05,0.788203775882721,0.5109806656837463
56,0.8331090211868286,0.3826000690460205,7.427359e-05,0.802949070930481,0.4900799095630646
57,0.83580082654953,0.3761737048625946,6.720552e-05,0.7989276051521301,0.5043586492538452
58,0.8257066011428833,0.3934687077999115,6.081007e-05,0.788203775882721,0.5023511052131653
59,0.8337819576263428,0.3747066557407379,5.502322e-07,0.7989276051521301,0.49040406942367554
60,0.8331090211868286,0.37285399436950684,4.9787068e-05,0.7989276051521301,0.4911094903945923
61,0.8324360847473145,0.3782275915145874,4.5049208e-05,0.7828418016433716,0.4915716350078583
62,0.8314266204833984,0.3848825991153717,4.0762203e-07,0.7908847332000732,0.4927917420864105
63,0.8445491194725037,0.3735041320323944,3.6883168e-05,0.7935656905174255,0.496304988861084
64,0.834791362285614,0.37618282437324524,3.3373268e-05,0.7935656905174255,0.5015695095062256
65,0.8351278305053711,0.38143715262413025,3.0197384e-07,0.8002681136131287,0.49537330865859985
66,0.8411843776702881,0.37350618839263916,2.7323726e-05,0.792225182056427,0.5058625936508179
67,0.8381561040878296,0.36456117033958435,2.4723528e-05,0.802949070930481,0.49749159812927246
68,0.8351278305053711,0.37134552001953125,2.2370774e-07,0.8016085624694824,0.5000671148300171
69,0.8341184258460999,0.3750900328159332,2.024191e-05,0.7989276051521301,0.5120174288749695
70,0.829407811164856,0.37983080744743347,1.831564e-05,0.802949070930481,0.5078817009925842
71,0.8371466994285583,0.37491267919540405,1.6572677e-07,0.8016085624694824,0.5042063593864441
72,0.8418573141098022,0.3635385036468506,1.499558e-05,0.7975871562957764,0.5061523914337158
73,0.8442126512527466,0.36228039860725403,1.3568558e-05,0.7989276051521301,0.5074872970581055
